title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source
"The Trouble with Physics: The Rise of String Theory, the Fall of a Science and What Comes Next","The Trouble with Physics: The Rise of String Theory, the Fall of a Science and What Comes Next",Lee Smolin,4.05,10773,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347467901i/108939._SY75_.jpg,https://www.goodreads.com/book/show/108939.The_Trouble_with_Physics,410,General,No description available.,goodreads_scraped
Programming Ruby: The Pragmatic Programmers' Guide,Programming Ruby: The Pragmatic Programmers' Guide,Dave         Thomas,4.04,1982,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436620106i/515._SX50_.jpg,https://www.goodreads.com/book/show/515.Programming_Ruby,830,"Ruby (Computer program language), Object-oriented programming (Computer science)",No description available.,goodreads_scraped
The Society of Mind,The Society of Mind,Marvin Minsky,4.04,3377,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348639169i/326790._SX50_.jpg,https://www.goodreads.com/book/show/326790.The_Society_of_Mind,339,"Human information processing, Intellect, Philosophy, Science, Kognitiver Prozess",An authority on artificial intelligence introduces a theory that explores the workings of the human mind and the mysteries of thought.,goodreads_scraped
IBM and the Holocaust,IBM and the Holocaust,Edwin Black,4.04,1908,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170356670i/48838._SY75_.jpg,https://www.goodreads.com/book/show/48838.IBM_and_the_Holocaust,410,General,No description available.,goodreads_scraped
Chaos: Making a New Science,Chaos: Making a New Science,James Gleick,4.03,41731,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327941595i/64582._SY75_.jpg,https://www.goodreads.com/book/show/64582.Chaos,364,"Chaotic behavior in systems, Science, Chaos, Social aspects, Muziek","The author describes how scientists studying the growth of complexity in nature are discovering order and pattern in chaos. He explains concepts such as nonlinearity, the Butterfly Effect, universal constants, fractals, and strange attractors, and examines the work of scientists such as Mitchell J. Feigenbaum, Edward Lorenz, and Benoit Mandelbrot.",goodreads_scraped
Specification by Example: How Successful Teams Deliver the Right Software,Specification by Example: How Successful Teams Deliver the Right Software,Gojko Adzic,4.03,709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307392511i/10288718._SX50_.jpg,https://www.goodreads.com/book/show/10288718-specification-by-example,410,General,No description available.,goodreads_scraped
Programming Erlang: Software for a Concurrent World,Programming Erlang: Software for a Concurrent World,Joe Armstrong,4.03,753,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348438320i/808814._SX50_.jpg,https://www.goodreads.com/book/show/808814.Programming_Erlang,536,"ERLANG (Computer program language), Handbooks, manuals, Programming languages (Electronic computers), ERLANG (Langage de programmation), ERLANG (Computer language)","A multi-user game, web site, cloud application, or networked database can have thousands of users all interacting at the same time. You need a powerful, industrial-strength tool to handle the really hard problems inherent in parallel, concurrent environments. You need Erlang. In this second edition of the bestselling Programming Erlang, you'll learn how to write parallel programs that scale effortlessly on multicore systems.

Using Erlang, you'll be surprised at how easy it becomes to deal with parallel problems, and how much faster and more efficiently your programs run. That's because Erlang uses sets of parallel processes-not a single sequential process, as found in most programming languages.

Joe Armstrong, creator of Erlang, introduces this powerful language in small steps, giving you a complete overview of Erlang and how to use it in common scenarios. You'll start with sequential programming, move to parallel programming and handling errors in parallel programs, and learn to work confidently with distributed programming and the standard Erlang/Open Telecom Platform (OTP) frameworks.

You need no previous knowledge of functional or parallel programming. The chapters are packed with hands-on, real-world tutorial examples and insider tips and advice, and finish with exercises for both beginning and advanced users.

The second edition has been extensively rewritten. New to this edition are seven chapters covering the latest Erlang features: maps, the type system and the Dialyzer, WebSockets, programming idioms, and a new stand-alone execution environment. You'll write programs that dynamically detect and correct errors, and that can be upgraded without stopping the system. There's also coverage of rebar (the de facto Erlang build system), and information on how to share and use Erlang projects on github, illustrated with examples from cowboy and bitcask.

Erlang will change your view of the world, and of how you program.",goodreads_scraped
Developer Hegemony: The Future of Labor,Developer Hegemony: The Future of Labor,Erik Dietrich,4.03,474,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493740696i/35051753._SY75_.jpg,https://www.goodreads.com/book/show/35051753-developer-hegemony,410,General,No description available.,goodreads_scraped
Structured Computer Organization,Structured Computer Organization,Andrew S. Tanenbaum,4.03,592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661235768i/457107._SX50_.jpg,https://www.goodreads.com/book/show/457107.Structured_Computer_Organization,587,"Computer organization, Computer programming, Electronic digital computers, Programming, Computerarchitectuur","Structured Computer Organization, specifically written for undergraduate students, is a best-selling guide that provides an accessible introduction to computer hardware and architecture. This text will also serve as a useful resource for all computer professionals and engineers who need an overview or introduction to computer architecture.",goodreads_scraped
Does God Play Dice?: The New Mathematics of Chaos,Does God Play Dice?: The New Mathematics of Chaos,Ian Stewart,4.02,1739,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387713491i/445129._SY75_.jpg,https://www.goodreads.com/book/show/445129.Does_God_Play_Dice_,375,"Chaotic behavior in systems, Nonfiction, Science, Wiskunde, 31.02 philosophy and theory of mathematics","Since the dramatic discovery of the mathematical concept of chaos in 1989, the controversy of its contents has settled down. This revised edition of Does God Play Dice? takes a fresh look at its achievements and potential. With a new preface and three completely new chapters, it includes the latest practical applications of chaos theory, such as developing intelligent heart pacemakers. All this provides a fascinating new answer to Einstien's question which provided the title of this book.",goodreads_scraped
The Hidden Dimension,The Hidden Dimension,Edward T. Hall,4.02,1593,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549782134i/906339._SY75_.jpg,https://www.goodreads.com/book/show/906339.The_Hidden_Dimension,217,"Psicologia Ambiental, Space and time, Space perception",No description available.,goodreads_scraped
The Age of Entanglement: When Quantum Physics Was Reborn,The Age of Entanglement: When Quantum Physics Was Reborn,Louisa Gilder,4.02,1277,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562261i/5096882._SY75_.jpg,https://www.goodreads.com/book/show/5096882-the-age-of-entanglement,443,"Quantum theory, Verschränkter Zustand, Komplexes System, Quantenmechanisches System, Quantentheorie",No description available.,goodreads_scraped
How to Design Programs: An Introduction to Programming and Computing,How to Design Programs: An Introduction to Programming and Computing,Matthias Felleisen,4.02,270,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347686596i/1119079._SX50_.jpg,https://www.goodreads.com/book/show/1119079.How_to_Design_Programs,728,"Electronic data processing, Computer programming, racket, Computer science, Programmation (Informatique)","This introduction to programming places computer science in the core of a liberal arts education. Unlike other introductory books, it focuses on the program design process. This approach fosters a variety of skills -- critical reading, analytical thinking, creative synthesis, and attention to detail -- that are important for everyone, not just future computer programmers. The book exposes readers to two fundamentally new ideas. First, it presents program design guidelines that show the reader how to analyze a problem statement; how to formulate concise goals; how to make up examples; how to develop an outline of the solution, based on the analysis; how to finish the program; and how to test. Each step produces a well-defined intermediate product. Second, the book comes with a novel programming environment, the first one explicitly designed for beginners. The environment grows with the readers as they master the material in the book until it supports a full-fledged language for the whole spectrum of programming tasks. - Publisher.",goodreads_scraped
